,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
379,MAJOR,"  Hey, clear the way in the old bazaar,
    Hey you, let us through, it's a bright new star,
    Now come, be the first on your block to meet his eye!
    Make way, here he comes,
    Ring bells, bang the drums.
    You're gonna love this guy

(The MAJOR mingles amongst different crowd members.)

    Prince Ali, fabulous he, Ali Ababwa!
    Genuflect, show some respect
    Down on one knee

(ABU the elephant marches through town, with ALADDIN (ALI) on his back.)

    Now try your best to stay calm
    Brush up your Sunday Salaam
    And come and meet his spectacular coterie.

(IAGO is dancing to the music until JAFAR glares at him.  The
    MAJOR ""wheelbarrows"" six men up onto ABU's trunk.  They stand
    on each other's shoulders as ALI shakes hands.)

    Prince Ali, mighty is he, Ali Ababwa!
    Strong as ten regular men, definitely
    He faced the galloping hordes
    A hundred bad guys with swords
    Who sent those goons to their lords, why Prince Ali!

(The pile collapses on ALI, but a GENIE (tm) brand lightning bolt
    zaps the pile and he ends up holding them all up in an acrobatic
     wheel formation.  The GENIE turns into an old man, then a child
    and speaks the last two lines to the crowd.)

",1505,(The MAJOR mingles amongst different crowd members.),"  Hey, clear the way in the old bazaar,
    Hey you, let us through, it's a bright new star,
    Now come, be the first on your block to meet his eye!
    Make way, here he comes,
    Ring bells, bang the drums.
    You're gonna love this guy

 

    Prince Ali, fabulous he, Ali Ababwa!
    Genuflect, show some respect
    Down on one knee

(ABU the elephant marches through town, with ALADDIN (ALI) on his back.)

    Now try your best to stay calm
    Brush up your Sunday Salaam
    And come and meet his spectacular coterie.

(IAGO is dancing to the music until JAFAR glares at him.  The
    MAJOR ""wheelbarrows"" six men up onto ABU's trunk.  They stand
    on each other's shoulders as ALI shakes hands.)

    Prince Ali, mighty is he, Ali Ababwa!
    Strong as ten regular men, definitely
    He faced the galloping hordes
    A hundred bad guys with swords
    Who sent those goons to their lords, why Prince Ali!

(The pile collapses on ALI, but a GENIE (tm) brand lightning bolt
    zaps the pile and he ends up holding them all up in an acrobatic
     wheel formation.  The GENIE turns into an old man, then a child
    and speaks the last two lines to the crowd.)

",hey clear way old bazaar hey let us bright new star come first block meet eye make way come ring bell bang drum gonna love guy major mingl amongst differ crowd member princ ali fabul ali ababwa genuflect show respect one knee abu eleph march town aladdin ali back tri best stay calm brush sunday salaam come meet spectacular coteri iago danc music jafar glare major wheelbarrow six men onto abu trunk stand shoulder ali shake hand princ ali mighti ali ababwa strong ten regular men definit face gallop hord hundr bad guy sword sent goon lord princ ali pile collaps ali geni tm brand lightn bolt zap pile end hold acrobat wheel format geni turn old man child speak last two line crowd,major mingl amongst differ crowd member
380,CHORUS OF MEN,"(Carrying the camels) He's got seventy-five golden camels!

(In pops a typical parade commentator)

",1539,(Carrying the camels),"  He's got seventy-five golden camels!

(In pops a typical parade commentator)

",carri camel got seventi five golden camel pop typic parad comment,carri camel
381,HARRY,"  Don't they look lovely, June?

",1543,,"  Don't they look lovely, June?  ",look love june,
382,CHORUS OF WOMEN,"    (On a float)  Purple peacocks, he's got fifty-three!

(In comes another commentator.)

",1545,(On a float),"       Purple peacocks, he's got fifty-three!

(In comes another commentator.)

",float purpl peacock got fifti three come anoth comment,float
383,JUNE,"   Fabulous, Harry, I love the feathers!

",1549,,"   Fabulous, Harry, I love the feathers!  ",fabul harri love feather,
384,GENIE,"  (GENIE is off screen, a giant balloon gorilla proceeds down
            the parade)
    When it comes to exotic type mammals
    Has he got a zoo, I'm telling you
    It's a world class menagerie!

(GENIE pops in as a leopard, then a goat, and speaks the last two
    lines to the two children from earlier.  We cut to a balcony,
    where three HAREM GIRLS are joined by the HAREM GENIE.)

",1551,"(GENIE is off screen, a giant balloon gorilla proceeds down
            the parade)","  (GENIE is off screen, a giant balloon gorilla proceeds down
            the parade)
    When it comes to exotic type mammals
    Has he got a zoo, I'm telling you
    It's a world class menagerie!

(GENIE pops in as a leopard, then a goat, and speaks the last two
    lines to the two children from earlier.  We cut to a balcony,
    where three HAREM GIRLS are joined by the HAREM GENIE.)

",geni screen giant balloon gorilla proce parad come exot type mammal got zoo tell world class menageri geni pop leopard goat speak last two line two children earlier cut balconi three harem girl join harem geni,geni screen giant balloon gorilla proce parad
385,    GENIE,"
",1561,, ,,
386,        GIRLS," (in couterpoint)
    Prince Ali, Handsome is he, Ali Ababwa
        There's no question this Ali's alluring
    That physique, how can I speak
        Never ordinary, never boring
    Weak at the knee
        Everything about the man just plain impresses
    Well, get on out in that square
        He's a wonder, he's a whiz, a wonder
    Adjust your veil and prepare
        He's about to pull my heart asunder
    To gawk and grovel and stare at Prince Ali!
        And I absolutely love the way he dresses!

(JASMINE has been watching from the balcony of the palace.  She
    humphs it off, then leaves.)

",1562,(in couterpoint),"  
    Prince Ali, Handsome is he, Ali Ababwa
        There's no question this Ali's alluring
    That physique, how can I speak
        Never ordinary, never boring
    Weak at the knee
        Everything about the man just plain impresses
    Well, get on out in that square
        He's a wonder, he's a whiz, a wonder
    Adjust your veil and prepare
        He's about to pull my heart asunder
    To gawk and grovel and stare at Prince Ali!
        And I absolutely love the way he dresses!

(JASMINE has been watching from the balcony of the palace.  She
    humphs it off, then leaves.)

",couterpoint princ ali handsom ali ababwa question ali allur physiqu speak never ordinari never bore weak knee everyth man plain impress well get squar wonder whiz wonder adjust veil prepar pull heart asund gawk grovel stare princ ali absolut love way dress jasmin watch balconi palac humph leav,couterpoint
387,CHORUS," He's got ninety-five white Persian monkeys!
    (He's got the monkeys, let's see the monkeys!)
    And to view them, he charges no fee!
    (He's generous, so generous)
    He's got slaves, he's got servants and flunkies!
    (Proud to work for him)
    They bow to his whim, love serving him
    They're just lousy with loyalty to Ali!  Prince Ali!

(ALADDIN throws gold coins out to the people, who rush over to
    collect them.  ABU and the parade march up the steps of the
    palace and inside.  The SULTAN runs back inside to the door
    to the throne room, but JAFAR stands in front of the door.
    Suddenly, it bursts open, with ABU leading the way, and crushing
     JAFAR and IAGO behind the door.)

",1579,"(He's got the monkeys, let's see the monkeys!)"," He's got ninety-five white Persian monkeys!
     
    And to view them, he charges no fee!
    (He's generous, so generous)
    He's got slaves, he's got servants and flunkies!
    (Proud to work for him)
    They bow to his whim, love serving him
    They're just lousy with loyalty to Ali!  Prince Ali!

(ALADDIN throws gold coins out to the people, who rush over to
    collect them.  ABU and the parade march up the steps of the
    palace and inside.  The SULTAN runs back inside to the door
    to the throne room, but JAFAR stands in front of the door.
    Suddenly, it bursts open, with ABU leading the way, and crushing
     JAFAR and IAGO behind the door.)

",got nineti five white persian monkey got monkey let see monkey view charg fee gener gener got slave got servant flunki proud work bow whim love serv lousi loyalti ali princ ali aladdin throw gold coin peopl rush collect abu parad march step palac insid sultan run back insid door throne room jafar stand front door suddenli burst open abu lead way crush jafar iago behind door,got monkey let see monkey
388,GENIE,"  Prince Ali!
    Amorous he!  Ali Ababwa
    Heard your princess was a sight lovely to see!
    And that,good people, is why
    He got dolled up and dropped by
    With sixty elephants, llamas galore
    With his bears and lions
    A brass band and more
    With his forty fakirs, his cooks, his bakers
    His birds that warble on key
    Make way for Prince Ali!

(More and more fanfare build up until ALADDIN flies off ABU's back
    on MAGIC CARPET and flies down to the SULTAN.  JAFAR slams the
     door shut.)

",1595,"(More and more fanfare build up until ALADDIN flies off ABU's back
    on MAGIC CARPET and flies down to the SULTAN.  JAFAR slams the
     door shut.)","  Prince Ali!
    Amorous he!  Ali Ababwa
    Heard your princess was a sight lovely to see!
    And that,good people, is why
    He got dolled up and dropped by
    With sixty elephants, llamas galore
    With his bears and lions
    A brass band and more
    With his forty fakirs, his cooks, his bakers
    His birds that warble on key
    Make way for Prince Ali!

(More and more fanfare build up until ALADDIN flies off ABU's back
    on MAGIC CARPET and flies down to the SULTAN.  JAFAR slams the
     door shut.)

",princ ali amor ali ababwa heard princess sight love see good peopl got doll drop sixti eleph llama galor bear lion brass band forti fakir cook baker bird warbl key make way princ ali fanfar build aladdin fli abu back magic carpet fli sultan jafar slam door shut,fanfar build aladdin fli abu back magic carpet fli sultan jafar slam door shut
389,SULTAN," (Clapping) Splendid, absolutely marvelous.
",1611,(Clapping),"   Splendid, absolutely marvelous.
",clap splendid absolut marvel,clap
390,ALADDIN,"    (Takes on a deeper voice.)  Ahem.  Your majesty, I have
            journeyed from afar to seek your daughter's hand.
",1612,(Takes on a deeper voice.),"       Ahem.  Your majesty, I have
            journeyed from afar to seek your daughter's hand.
",take deeper voic ahem majesti journey afar seek daughter hand,take deeper voic
391,SULTAN," Prince Ali Ababwa!  Of course.  I'm delighted to
        meet you.  (He rushes over and shakes ALI's hand.)
        This is my royal vizier, Jafar.  He's delighted
        too.
",1614,(He rushes over and shakes ALI's hand.)," Prince Ali Ababwa!  Of course.  I'm delighted to
        meet you.   
        This is my royal vizier, Jafar.  He's delighted
        too.
",princ ali ababwa cours delight meet rush shake ali hand royal vizier jafar delight,rush shake ali hand
392,JAFAR,"  (Extremely dryly) Ecstatic.  I'm afraid, Prince
        Abooboo--
",1618,(Extremely dryly),"    Ecstatic.  I'm afraid, Prince
        Abooboo--
",extrem dryli ecstat afraid princ abooboo,extrem dryli
393,ALADDIN,"    --Ababwa!
",1620,,    --Ababwa! ,ababwa,
394,JAFAR,"  Whatever.  You cannot just parade in here uninvited
        and expect to--
",1621,,  Whatever.  You cannot just parade in here uninvited         and expect to-- ,whatev cannot parad uninvit expect,
395,SULTAN," ...by Allah, this is quite a remarkable device.
        (He tugs at the tassels, and they tug his
        moustache.)  I don't suppose I might...
",1623,"(He tugs at the tassels, and they tug his
        moustache.)"," ...by Allah, this is quite a remarkable device.
        (He tugs at the tassels, and they tug his
        moustache.)  I don't suppose I might...
",allah quit remark devic tug tassel tug moustach suppos might,tug tassel tug moustach
396,ALADDIN,"    Why certainly, your majesty.  Allow me.

(He helps the SULTAN up onto the CARPET, and he plops down.
    JAFAR pins the CARPET down on the floor with the staff.)

",1626,"(He helps the SULTAN up onto the CARPET, and he plops down.
    JAFAR pins the CARPET down on the floor with the staff.)","    Why certainly, your majesty.  Allow me.

(He helps the SULTAN up onto the CARPET, and he plops down.
    JAFAR pins the CARPET down on the floor with the staff.)

",certainli majesti allow help sultan onto carpet plop jafar pin carpet floor staff,help sultan onto carpet plop jafar pin carpet floor staff
397,JAFAR,"  Sire, I must advise against this--
",1631,,"  Sire, I must advise against this-- ",sire must advis,
398,SULTAN," --Oh, button up, Jafar.  Learn to have a little fun.

(He kicks away the staff and CARPET and SULTAN fly away.  IAGO, who
    was standing on the head of the staff, falls down, repeatedly
     bopping the staff with his beak as he descends.  SULTAN and
    CARPET fly high into the ceiling, then begin a dive-bomb attack,
     flying under ABU, scaring him.  The flight continues in the
    background, while JAFAR and ALI talk in the foreground.)

",1632,"(He kicks away the staff and CARPET and SULTAN fly away.  IAGO, who
    was standing on the head of the staff, falls down, repeatedly
     bopping the staff with his beak as he descends.  SULTAN and
    CARPET fly high into the ceiling, then begin a dive-bomb attack,
     flying under ABU, scaring him.  The flight continues in the
    background, while JAFAR and ALI talk in the foreground.)"," --Oh, button up, Jafar.  Learn to have a little fun.

(He kicks away the staff and CARPET and SULTAN fly away.  IAGO, who
    was standing on the head of the staff, falls down, repeatedly
     bopping the staff with his beak as he descends.  SULTAN and
    CARPET fly high into the ceiling, then begin a dive-bomb attack,
     flying under ABU, scaring him.  The flight continues in the
    background, while JAFAR and ALI talk in the foreground.)

",oh button jafar learn littl fun kick away staff carpet sultan fli away iago stand head staff fall repeatedli bop staff beak descend sultan carpet fli high ceil begin dive bomb attack fli abu scare flight continu background jafar ali talk foreground,kick away staff carpet sultan fli away iago stand head staff fall repeatedli bop staff beak descend sultan carpet fli high ceil begin dive bomb attack fli abu scare flight continu background jafar ali talk foreground
