,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
488,LEFOU,"        But, but... aww, nuts! (He pounds the side of the house and a
pile
              of snow falls on his head.)
(Fade to ext of castle. BELLE is playing in the snow with PHILLIPE and
FOOTSTOOL.  BEAST, COGSWORTH and LUMIERE watch from the balcony.)
",1247,"(He pounds the side of the house and a
pile
              of snow falls on his head.)","        But, but... aww, nuts! (He pounds the side of the house and a
pile
              of snow falls on his head.)
(Fade to ext of castle. BELLE is playing in the snow with PHILLIPE and
FOOTSTOOL.  BEAST, COGSWORTH and LUMIERE watch from the balcony.)
",aww nut pound side hous pile snow fall head fade ext castl bell play snow phillip footstool beast cogsworth lumier watch balconi,pound side hous pile snow fall head
489,BEAST,"        I've never felt this way about anyone.  (Looks excited) I want
              to do something for her. (Looks discouraged.) But what?
",1252,(Looks excited),"        I've never felt this way about anyone.    I want
              to do something for her. (Looks discouraged.) But what?
",never felt way anyon look excit want someth look discourag,look excit
490,COGSWORTH,"    Well, there's the usual things--flowers, chocolates, promises
              you don't intend to keep...
",1254,,"    Well, there's the usual things--flowers, chocolates, promises               you don't intend to keep... ",well usual thing flower chocol promis intend keep,
491,LUMIERE,"      Ahh, no no.  It has to be something very special.  Something that
              sparks her inter--wait a minute.
(Cut to int hallway leading to library. BEAST and BELLE are alone.)
",1256,(Cut to int hallway leading to library. BEAST and BELLE are alone.),"      Ahh, no no.  It has to be something very special.  Something that
              sparks her inter--wait a minute.
 
",ahh someth special someth spark inter wait minut cut int hallway lead librari beast bell alon,cut int hallway lead librari beast bell alon
492,BEAST,"        Belle, there's something I want to show you.  (Begins to open the
              door, then stops.) But first, you have to close your eyes. (She
              looks at him questioningly.) It's a surprise.
(BELLE closes her eyes, and BEAST waves his hand in front of her.  Then he
opens
the door. He leads her in.)
",1259,"(Begins to open the
              door, then stops.)","        Belle, there's something I want to show you.  (Begins to open the
              door, then stops.) But first, you have to close your eyes. (She
              looks at him questioningly.) It's a surprise.
(BELLE closes her eyes, and BEAST waves his hand in front of her.  Then he
opens
the door. He leads her in.)
",bell someth want show begin open door stop first close eye look questioningli surpris bell close eye beast wave hand front open door lead,begin open door stop
493,BELLE,"        (Just as she enters the room) Can I open them?
",1265,(Just as she enters the room),"          Can I open them?
",enter room open,enter room
494,BEAST,"        No, no.  Not yet.  Wait here.
(BEAST walks away to draw back the curtains.  He does, and brilliant sunlight
spills into the room.  BELLE flinches reflexively as the light hits her face.)
",1266,"(BEAST walks away to draw back the curtains.  He does, and brilliant sunlight
spills into the room.  BELLE flinches reflexively as the light hits her face.)","        No, no.  Not yet.  Wait here.
(BEAST walks away to draw back the curtains.  He does, and brilliant sunlight
spills into the room.  BELLE flinches reflexively as the light hits her face.)
",not yet wait beast walk away draw back curtain brilliant sunlight spill room bell flinch reflex light hit face,beast walk away draw back curtain brilliant sunlight spill room bell flinch reflex light hit face
495,BELLE,"        Now can I open them?
",1269,,        Now can I open them? ,open,
496,BEAST,"        All right.  Now.
(BELLE opens her eyes and the camera pulls back to reveal the gigantic library
filled with books.)
",1270,"(BELLE opens her eyes and the camera pulls back to reveal the gigantic library
filled with books.)","        All right.  Now.
(BELLE opens her eyes and the camera pulls back to reveal the gigantic library
filled with books.)
",right bell open eye camera pull back reveal gigant librari fill book,bell open eye camera pull back reveal gigant librari fill book
497,BELLE,"        I can't believe it. I've never seen so many books in all my life!
",1273,,        I can't believe it. I've never seen so many books in all my life! ,believ never seen mani book life,
498,BEAST,"        You--you like it?
",1274,,        You--you like it? ,like,
499,BELLE,"        It's wonderful.
",1275,,        It's wonderful. ,wonder,
500,BEAST,"        Then it's yours.
",1276,,        Then it's yours. ,,
501,BEAST,"        Oh, thank you so much.
(Cut to BELLE and BEAST in bkgd, with OBJECTS including CHIP in foreground
watching them.)
",1277,"(Cut to BELLE and BEAST in bkgd, with OBJECTS including CHIP in foreground
watching them.)","        Oh, thank you so much.
(Cut to BELLE and BEAST in bkgd, with OBJECTS including CHIP in foreground
watching them.)
",oh thank much cut bell beast bkgd object includ chip foreground watch,cut bell beast bkgd object includ chip foreground watch
502,MRS. POTTS,"   Oh, would you look at that?
",1280,,"   Oh, would you look at that? ",oh would look,
503,LUMIERE,"      Ha ha! I knew it would work.
",1281,,      Ha ha! I knew it would work. ,ha ha knew would work,
504,CHIP,"         What?  What works?
",1282,,         What?  What works? ,work,
505,COGSWORTH,"    It's very encouraging.
",1283,,    It's very encouraging. ,encourag,
506,FEATHERDUSTER,"
              Isn't this exciting!
",1284,,               Isn't this exciting! ,excit,
507,CHIP,"         I didn't see anything.
",1286,,         I didn't see anything. ,see anyth,
508,MRS. POTTS,"   Come along, Chip.  There's chores to be done in the kitchen.
",1287,,"   Come along, Chip.  There's chores to be done in the kitchen. ",come along chip chore done kitchen,
509,CHIP,"         But what are they talking about? What's going on?
(OBJECTS walk away. Fade to breakfast table with BELLE at one end and BEAST at
the other, with MRS. POTTS between them. BELLE is served breakfast, and as she
begins to eat, she looks at BEAST, gobbling up his food with no table manners
whatsoever.  CHIP laughs, but MRS. POTTS shoots him an admonishing look.  BELLE
turns away and tries to ignore it, but CHIP comes to the rescue.  He nudges the
spoon with his nose, and BEAST reaches out for it (very 3-D-ishly).  BELLE
looks
at him in wonder as he tries to eat with the spoon, but he has little success.
Finally, BELLE puts down her spoon and lifts her bowl as if in a toast.  BEAST
looks at the compromise and does the same.  They both begin to sip their
breakfast out of their bowls.  Fade to courtyard where BELLE and BEAST are
feeding the birds.)
",1288,"(OBJECTS walk away. Fade to breakfast table with BELLE at one end and BEAST at
the other, with MRS. POTTS between them. BELLE is served breakfast, and as she
begins to eat, she looks at BEAST, gobbling up his food with no table manners
whatsoever.  CHIP laughs, but MRS. POTTS shoots him an admonishing look.  BELLE
turns away and tries to ignore it, but CHIP comes to the rescue.  He nudges the
spoon with his nose, and BEAST reaches out for it (very 3-D-ishly)","         But what are they talking about? What's going on?
(OBJECTS walk away. Fade to breakfast table with BELLE at one end and BEAST at
the other, with MRS. POTTS between them. BELLE is served breakfast, and as she
begins to eat, she looks at BEAST, gobbling up his food with no table manners
whatsoever.  CHIP laughs, but MRS. POTTS shoots him an admonishing look.  BELLE
turns away and tries to ignore it, but CHIP comes to the rescue.  He nudges the
spoon with his nose, and BEAST reaches out for it (very 3-D-ishly).  BELLE
looks
at him in wonder as he tries to eat with the spoon, but he has little success.
Finally, BELLE puts down her spoon and lifts her bowl as if in a toast.  BEAST
looks at the compromise and does the same.  They both begin to sip their
breakfast out of their bowls.  Fade to courtyard where BELLE and BEAST are
feeding the birds.)
",talk go object walk away fade breakfast tabl bell one end beast mr pott bell serv breakfast begin eat look beast gobbl food tabl manner whatsoev chip laugh mr pott shoot admonish look bell turn away tri ignor chip come rescu nudg spoon nose beast reach ishli bell look wonder tri eat spoon littl success final bell put spoon lift bowl toast beast look compromis begin sip breakfast bowl fade courtyard bell beast feed bird,object walk away fade breakfast tabl bell one end beast mr pott bell serv breakfast begin eat look beast gobbl food tabl manner whatsoev chip laugh mr pott shoot admonish look bell turn away tri ignor chip come rescu nudg spoon nose beast reach ishli
